Primer,SequenceID,Raw_Match(%),Alignment_Length,Mismatches,Gaps,Primer_Start,Primer_End,Seq_Start,Seq_End,Expect,Score,Primer_Length,Primer_Length/Alignment_length_dif,ID,Length_Para,Match(%),Total_Mis
InfA_MA_InfA_For1,252233587,100.0,25,0,0,1,25,143,167,1.53e-07,41.0,25,0,InfA_MA_InfA_For1_252233587,0,1.0,0
InfA_MA_InfA_For1,252233586,100.0,25,0,0,1,25,143,167,1.53e-07,41.0,25,0,InfA_MA_InfA_For1_252233586,0,1.0,0
InfA_MA_InfA_For1,252233585,100.0,25,0,0,1,25,143,167,1.53e-07,41.0,25,0,InfA_MA_InfA_For1_252233585,0,1.0,0
InfA_MA_InfA_For1,252233584,100.0,25,0,0,1,25,143,167,1.53e-07,41.0,25,0,InfA_MA_InfA_For1_252233584,0,1.0,0
InfA_MA_InfA_For1,252233583,100.0,25,0,0,1,25,143,167,1.53e-07,41.0,25,0,InfA_MA_InfA_For1_252233583,0,1.0,0
InfA_MA_InfA_For1,252233566,100.0,25,0,0,1,25,143,167,1.53e-07,41.0,25,0,InfA_MA_InfA_For1_252233566,0,1.0,0
InfA_MA_InfA_For1,252233565,100.0,25,0,0,1,25,143,167,1.53e-07,41.0,25,0,InfA_MA_InfA_For1_252233565,0,1.0,0
InfA_MA_InfA_For1,252233564,100.0,25,0,0,1,25,143,167,1.53e-07,41.0,25,0,InfA_MA_InfA_For1_252233564,0,1.0,0
InfA_MA_InfA_For1,252233442,100.0,25,0,0,1,25,143,167,1.53e-07,41.0,25,0,InfA_MA_InfA_For1_252233442,0,1.0,0
InfA_MA_InfA_For1,252233438,100.0,25,0,0,1,25,143,167,1.53e-07,41.0,25,0,InfA_MA_InfA_For1_252233438,0,1.0,0
InfA_MA_InfA_For1,252233400,100.0,25,0,0,1,25,143,167,1.53e-07,41.0,25,0,InfA_MA_InfA_For1_252233400,0,1.0,0
InfA_MA_InfA_For1,252233370,100.0,25,0,0,1,25,143,167,1.53e-07,41.0,25,0,InfA_MA_InfA_For1_252233370,0,1.0,0
InfA_MA_InfA_For1,252233359,100.0,25,0,0,1,25,143,167,1.53e-07,41.0,25,0,InfA_MA_InfA_For1_252233359,0,1.0,0
InfA_MA_InfA_For1,252233357,100.0,25,0,0,1,25,143,167,1.53e-07,41.0,25,0,InfA_MA_InfA_For1_252233357,0,1.0,0
InfA_MA_InfA_For1,252233356,100.0,25,0,0,1,25,143,167,1.53e-07,41.0,25,0,InfA_MA_InfA_For1_252233356,0,1.0,0
InfA_MA_InfA_For1,252233152,100.0,25,0,0,1,25,143,167,1.53e-07,41.0,25,0,InfA_MA_InfA_For1_252233152,0,1.0,0
InfA_MA_InfA_For2,252233849,96.0,25,1,0,1,25,143,167,1.35e-06,37.9,25,0,InfA_MA_InfA_For2_252233849,0,0.96,1
InfA_MA_InfA_For2,252233848,96.0,25,1,0,1,25,143,167,1.35e-06,37.9,25,0,InfA_MA_InfA_For2_252233848,0,0.96,1
InfA_MA_InfA_For2,252233846,96.0,25,1,0,1,25,143,167,1.35e-06,37.9,25,0,InfA_MA_InfA_For2_252233846,0,0.96,1
InfA_MA_InfA_For2,252233842,96.0,25,1,0,1,25,143,167,1.35e-06,37.9,25,0,InfA_MA_InfA_For2_252233842,0,0.96,1
InfA_MA_InfA_For2,252233841,96.0,25,1,0,1,25,143,167,1.35e-06,37.9,25,0,InfA_MA_InfA_For2_252233841,0,0.96,1
InfA_MA_InfA_For2,252233840,96.0,25,1,0,1,25,143,167,1.35e-06,37.9,25,0,InfA_MA_InfA_For2_252233840,0,0.96,1
InfA_MA_InfA_For2,252233839,96.0,25,1,0,1,25,143,167,1.35e-06,37.9,25,0,InfA_MA_InfA_For2_252233839,0,0.96,1
InfA_MA_InfA_For2,252233837,96.0,25,1,0,1,25,143,167,1.35e-06,37.9,25,0,InfA_MA_InfA_For2_252233837,0,0.96,1
InfA_MA_InfA_For2,252233833,96.0,25,1,0,1,25,143,167,1.35e-06,37.9,25,0,InfA_MA_InfA_For2_252233833,0,0.96,1
InfA_MA_InfA_For2,252233820,96.0,25,1,0,1,25,143,167,1.35e-06,37.9,25,0,InfA_MA_InfA_For2_252233820,0,0.96,1
InfA_MA_InfA_For2,252233818,96.0,25,1,0,1,25,143,167,1.35e-06,37.9,25,0,InfA_MA_InfA_For2_252233818,0,0.96,1
InfA_MA_InfA_For2,252233813,96.0,25,1,0,1,25,143,167,1.35e-06,37.9,25,0,InfA_MA_InfA_For2_252233813,0,0.96,1
InfA_MA_InfA_For2,252233808,96.0,25,1,0,1,25,143,167,1.35e-06,37.9,25,0,InfA_MA_InfA_For2_252233808,0,0.96,1
InfA_MA_InfA_For2,252233760,96.0,25,1,0,1,25,143,167,1.35e-06,37.9,25,0,InfA_MA_InfA_For2_252233760,0,0.96,1
InfA_MA_InfA_For2,252233759,96.0,25,1,0,1,25,143,167,1.35e-06,37.9,25,0,InfA_MA_InfA_For2_252233759,0,0.96,1
InfA_MA_InfA_For2,252233751,96.0,25,1,0,1,25,143,167,1.35e-06,37.9,25,0,InfA_MA_InfA_For2_252233751,0,0.96,1
InfA_MA_InfA_For2,252233750,96.0,25,1,0,1,25,143,167,1.35e-06,37.9,25,0,InfA_MA_InfA_For2_252233750,0,0.96,1
InfA_MA_InfA_For2,252233746,96.0,25,1,0,1,25,143,167,1.35e-06,37.9,25,0,InfA_MA_InfA_For2_252233746,0,0.96,1
InfA_MA_InfA_For2,252233745,96.0,25,1,0,1,25,143,167,1.35e-06,37.9,25,0,InfA_MA_InfA_For2_252233745,0,0.96,1
InfA_MA_InfA_For2,252233744,96.0,25,1,0,1,25,143,167,1.35e-06,37.9,25,0,InfA_MA_InfA_For2_252233744,0,0.96,1
InfA_MA_InfA_For2,252233724,96.0,25,1,0,1,25,143,167,1.35e-06,37.9,25,0,InfA_MA_InfA_For2_252233724,0,0.96,1
InfA_MA_InfA_For2,252233723,96.0,25,1,0,1,25,143,167,1.35e-06,37.9,25,0,InfA_MA_InfA_For2_252233723,0,0.96,1
InfA_MA_InfA_For2,252233722,96.0,25,1,0,1,25,143,167,1.35e-06,37.9,25,0,InfA_MA_InfA_For2_252233722,0,0.96,1
InfA_MA_InfA_For2,252233692,96.0,25,1,0,1,25,143,167,1.35e-06,37.9,25,0,InfA_MA_InfA_For2_252233692,0,0.96,1
InfA_MA_InfA_For2,252233681,96.0,25,1,0,1,25,143,167,1.35e-06,37.9,25,0,InfA_MA_InfA_For2_252233681,0,0.96,1
InfA_MA_InfA_For2,252233662,96.0,25,1,0,1,25,143,167,1.35e-06,37.9,25,0,InfA_MA_InfA_For2_252233662,0,0.96,1
InfA_MA_InfA_For2,252233643,96.0,25,1,0,1,25,143,167,1.35e-06,37.9,25,0,InfA_MA_InfA_For2_252233643,0,0.96,1
InfA_MA_InfA_For2,252233630,96.0,25,1,0,1,25,143,167,1.35e-06,37.9,25,0,InfA_MA_InfA_For2_252233630,0,0.96,1
InfA_MA_InfA_For2,252233627,96.0,25,1,0,1,25,143,167,1.35e-06,37.9,25,0,InfA_MA_InfA_For2_252233627,0,0.96,1
InfA_MA_InfA_For2,252233626,96.0,25,1,0,1,25,143,167,1.35e-06,37.9,25,0,InfA_MA_InfA_For2_252233626,0,0.96,1
InfA_MA_InfA_For2,252233624,96.0,25,1,0,1,25,143,167,1.35e-06,37.9,25,0,InfA_MA_InfA_For2_252233624,0,0.96,1
InfA_MA_InfA_For2,252233621,96.0,25,1,0,1,25,143,167,1.35e-06,37.9,25,0,InfA_MA_InfA_For2_252233621,0,0.96,1
InfA_MA_InfA_For2,252233620,96.0,25,1,0,1,25,143,167,1.35e-06,37.9,25,0,InfA_MA_InfA_For2_252233620,0,0.96,1
InfA_MA_InfA_For2,252233587,96.0,25,1,0,1,25,143,167,1.35e-06,37.9,25,0,InfA_MA_InfA_For2_252233587,0,0.96,1
InfA_MA_InfA_For2,252233586,96.0,25,1,0,1,25,143,167,1.35e-06,37.9,25,0,InfA_MA_InfA_For2_252233586,0,0.96,1
InfA_MA_InfA_For2,252233585,96.0,25,1,0,1,25,143,167,1.35e-06,37.9,25,0,InfA_MA_InfA_For2_252233585,0,0.96,1
InfA_MA_InfA_For2,252233584,96.0,25,1,0,1,25,143,167,1.35e-06,37.9,25,0,InfA_MA_InfA_For2_252233584,0,0.96,1
InfA_MA_InfA_For2,252233583,96.0,25,1,0,1,25,143,167,1.35e-06,37.9,25,0,InfA_MA_InfA_For2_252233583,0,0.96,1
InfA_MA_InfA_For2,252233566,96.0,25,1,0,1,25,143,167,1.35e-06,37.9,25,0,InfA_MA_InfA_For2_252233566,0,0.96,1
InfA_MA_InfA_For2,252233565,96.0,25,1,0,1,25,143,167,1.35e-06,37.9,25,0,InfA_MA_InfA_For2_252233565,0,0.96,1
InfA_MA_InfA_For2,252233564,96.0,25,1,0,1,25,143,167,1.35e-06,37.9,25,0,InfA_MA_InfA_For2_252233564,0,0.96,1
InfA_MA_InfA_For2,252233442,96.0,25,1,0,1,25,143,167,1.35e-06,37.9,25,0,InfA_MA_InfA_For2_252233442,0,0.96,1
InfA_MA_InfA_For2,252233438,96.0,25,1,0,1,25,143,167,1.35e-06,37.9,25,0,InfA_MA_InfA_For2_252233438,0,0.96,1
InfA_MA_InfA_For2,252233400,96.0,25,1,0,1,25,143,167,1.35e-06,37.9,25,0,InfA_MA_InfA_For2_252233400,0,0.96,1
InfA_MA_InfA_For2,252233370,96.0,25,1,0,1,25,143,167,1.35e-06,37.9,25,0,InfA_MA_InfA_For2_252233370,0,0.96,1
InfA_MA_InfA_For2,252233359,96.0,25,1,0,1,25,143,167,1.35e-06,37.9,25,0,InfA_MA_InfA_For2_252233359,0,0.96,1
InfA_MA_InfA_For2,252233357,96.0,25,1,0,1,25,143,167,1.35e-06,37.9,25,0,InfA_MA_InfA_For2_252233357,0,0.96,1
InfA_MA_InfA_For2,252233356,96.0,25,1,0,1,25,143,167,1.35e-06,37.9,25,0,InfA_MA_InfA_For2_252233356,0,0.96,1
InfA_MA_InfA_For2,252233152,96.0,25,1,0,1,25,143,167,1.35e-06,37.9,25,0,InfA_MA_InfA_For2_252233152,0,0.96,1
InfA_MA_InfA_For2,252233403,100.0,25,0,0,1,25,143,167,1.53e-07,41.0,25,0,InfA_MA_InfA_For2_252233403,0,1.0,0
InfA_MA_InfA_Rev1,252233403,100.0,23,0,0,1,23,248,226,9.67e-07,37.9,23,0,InfA_MA_InfA_Rev1_252233403,0,1.0,0
InfA_MA_InfA_Rev1,252233849,95.652,23,1,0,1,23,248,226,8.56e-06,34.7,23,0,InfA_MA_InfA_Rev1_252233849,0,0.9565217391304348,1
InfA_MA_InfA_Rev1,252233848,95.652,23,1,0,1,23,248,226,8.56e-06,34.7,23,0,InfA_MA_InfA_Rev1_252233848,0,0.9565217391304348,1
InfA_MA_InfA_Rev1,252233846,95.652,23,1,0,1,23,248,226,8.56e-06,34.7,23,0,InfA_MA_InfA_Rev1_252233846,0,0.9565217391304348,1
InfA_MA_InfA_Rev1,252233842,95.652,23,1,0,1,23,248,226,8.56e-06,34.7,23,0,InfA_MA_InfA_Rev1_252233842,0,0.9565217391304348,1
InfA_MA_InfA_Rev1,252233841,95.652,23,1,0,1,23,248,226,8.56e-06,34.7,23,0,InfA_MA_InfA_Rev1_252233841,0,0.9565217391304348,1
InfA_MA_InfA_Rev1,252233840,95.652,23,1,0,1,23,248,226,8.56e-06,34.7,23,0,InfA_MA_InfA_Rev1_252233840,0,0.9565217391304348,1
InfA_MA_InfA_Rev1,252233839,95.652,23,1,0,1,23,248,226,8.56e-06,34.7,23,0,InfA_MA_InfA_Rev1_252233839,0,0.9565217391304348,1
InfA_MA_InfA_Rev1,252233837,95.652,23,1,0,1,23,248,226,8.56e-06,34.7,23,0,InfA_MA_InfA_Rev1_252233837,0,0.9565217391304348,1
InfA_MA_InfA_Rev1,252233833,95.652,23,1,0,1,23,248,226,8.56e-06,34.7,23,0,InfA_MA_InfA_Rev1_252233833,0,0.9565217391304348,1
InfA_MA_InfA_Rev1,252233820,95.652,23,1,0,1,23,248,226,8.56e-06,34.7,23,0,InfA_MA_InfA_Rev1_252233820,0,0.9565217391304348,1
InfA_MA_InfA_Rev1,252233818,95.652,23,1,0,1,23,248,226,8.56e-06,34.7,23,0,InfA_MA_InfA_Rev1_252233818,0,0.9565217391304348,1
InfA_MA_InfA_Rev1,252233813,95.652,23,1,0,1,23,248,226,8.56e-06,34.7,23,0,InfA_MA_InfA_Rev1_252233813,0,0.9565217391304348,1
InfA_MA_InfA_Rev1,252233808,95.652,23,1,0,1,23,248,226,8.56e-06,34.7,23,0,InfA_MA_InfA_Rev1_252233808,0,0.9565217391304348,1
InfA_MA_InfA_Rev1,252233760,95.652,23,1,0,1,23,248,226,8.56e-06,34.7,23,0,InfA_MA_InfA_Rev1_252233760,0,0.9565217391304348,1
InfA_MA_InfA_Rev1,252233759,95.652,23,1,0,1,23,248,226,8.56e-06,34.7,23,0,InfA_MA_InfA_Rev1_252233759,0,0.9565217391304348,1
InfA_MA_InfA_Rev1,252233751,95.652,23,1,0,1,23,248,226,8.56e-06,34.7,23,0,InfA_MA_InfA_Rev1_252233751,0,0.9565217391304348,1
InfA_MA_InfA_Rev1,252233750,95.652,23,1,0,1,23,248,226,8.56e-06,34.7,23,0,InfA_MA_InfA_Rev1_252233750,0,0.9565217391304348,1
InfA_MA_InfA_Rev1,252233746,95.652,23,1,0,1,23,248,226,8.56e-06,34.7,23,0,InfA_MA_InfA_Rev1_252233746,0,0.9565217391304348,1
InfA_MA_InfA_Rev1,252233745,95.652,23,1,0,1,23,248,226,8.56e-06,34.7,23,0,InfA_MA_InfA_Rev1_252233745,0,0.9565217391304348,1
InfA_MA_InfA_Rev1,252233744,95.652,23,1,0,1,23,248,226,8.56e-06,34.7,23,0,InfA_MA_InfA_Rev1_252233744,0,0.9565217391304348,1
InfA_MA_InfA_Rev1,252233724,95.652,23,1,0,1,23,248,226,8.56e-06,34.7,23,0,InfA_MA_InfA_Rev1_252233724,0,0.9565217391304348,1
InfA_MA_InfA_Rev1,252233723,95.652,23,1,0,1,23,248,226,8.56e-06,34.7,23,0,InfA_MA_InfA_Rev1_252233723,0,0.9565217391304348,1
InfA_MA_InfA_Rev1,252233722,95.652,23,1,0,1,23,248,226,8.56e-06,34.7,23,0,InfA_MA_InfA_Rev1_252233722,0,0.9565217391304348,1
InfA_MA_InfA_Rev1,252233692,95.652,23,1,0,1,23,248,226,8.56e-06,34.7,23,0,InfA_MA_InfA_Rev1_252233692,0,0.9565217391304348,1
InfA_MA_InfA_Rev1,252233681,95.652,23,1,0,1,23,248,226,8.56e-06,34.7,23,0,InfA_MA_InfA_Rev1_252233681,0,0.9565217391304348,1
InfA_MA_InfA_Rev1,252233662,95.652,23,1,0,1,23,248,226,8.56e-06,34.7,23,0,InfA_MA_InfA_Rev1_252233662,0,0.9565217391304348,1
InfA_MA_InfA_Rev1,252233643,95.652,23,1,0,1,23,248,226,8.56e-06,34.7,23,0,InfA_MA_InfA_Rev1_252233643,0,0.9565217391304348,1
InfA_MA_InfA_Rev1,252233630,95.652,23,1,0,1,23,248,226,8.56e-06,34.7,23,0,InfA_MA_InfA_Rev1_252233630,0,0.9565217391304348,1
InfA_MA_InfA_Rev1,252233627,95.652,23,1,0,1,23,248,226,8.56e-06,34.7,23,0,InfA_MA_InfA_Rev1_252233627,0,0.9565217391304348,1
InfA_MA_InfA_Rev1,252233626,95.652,23,1,0,1,23,248,226,8.56e-06,34.7,23,0,InfA_MA_InfA_Rev1_252233626,0,0.9565217391304348,1
InfA_MA_InfA_Rev1,252233624,95.652,23,1,0,1,23,248,226,8.56e-06,34.7,23,0,InfA_MA_InfA_Rev1_252233624,0,0.9565217391304348,1
InfA_MA_InfA_Rev1,252233621,95.652,23,1,0,1,23,248,226,8.56e-06,34.7,23,0,InfA_MA_InfA_Rev1_252233621,0,0.9565217391304348,1
InfA_MA_InfA_Rev1,252233620,95.652,23,1,0,1,23,248,226,8.56e-06,34.7,23,0,InfA_MA_InfA_Rev1_252233620,0,0.9565217391304348,1
InfA_MA_InfA_Rev1,252233587,95.652,23,1,0,1,23,248,226,8.56e-06,34.7,23,0,InfA_MA_InfA_Rev1_252233587,0,0.9565217391304348,1
InfA_MA_InfA_Rev1,252233586,95.652,23,1,0,1,23,248,226,8.56e-06,34.7,23,0,InfA_MA_InfA_Rev1_252233586,0,0.9565217391304348,1
InfA_MA_InfA_Rev1,252233585,95.652,23,1,0,1,23,248,226,8.56e-06,34.7,23,0,InfA_MA_InfA_Rev1_252233585,0,0.9565217391304348,1
InfA_MA_InfA_Rev1,252233584,95.652,23,1,0,1,23,248,226,8.56e-06,34.7,23,0,InfA_MA_InfA_Rev1_252233584,0,0.9565217391304348,1
InfA_MA_InfA_Rev1,252233583,95.652,23,1,0,1,23,248,226,8.56e-06,34.7,23,0,InfA_MA_InfA_Rev1_252233583,0,0.9565217391304348,1
InfA_MA_InfA_Rev1,252233566,95.652,23,1,0,1,23,248,226,8.56e-06,34.7,23,0,InfA_MA_InfA_Rev1_252233566,0,0.9565217391304348,1
InfA_MA_InfA_Rev1,252233565,95.652,23,1,0,1,23,248,226,8.56e-06,34.7,23,0,InfA_MA_InfA_Rev1_252233565,0,0.9565217391304348,1
InfA_MA_InfA_Rev1,252233564,95.652,23,1,0,1,23,248,226,8.56e-06,34.7,23,0,InfA_MA_InfA_Rev1_252233564,0,0.9565217391304348,1
InfA_MA_InfA_Rev1,252233442,95.652,23,1,0,1,23,248,226,8.56e-06,34.7,23,0,InfA_MA_InfA_Rev1_252233442,0,0.9565217391304348,1
InfA_MA_InfA_Rev1,252233438,95.652,23,1,0,1,23,248,226,8.56e-06,34.7,23,0,InfA_MA_InfA_Rev1_252233438,0,0.9565217391304348,1
InfA_MA_InfA_Rev1,252233400,95.652,23,1,0,1,23,248,226,8.56e-06,34.7,23,0,InfA_MA_InfA_Rev1_252233400,0,0.9565217391304348,1
InfA_MA_InfA_Rev1,252233370,95.652,23,1,0,1,23,248,226,8.56e-06,34.7,23,0,InfA_MA_InfA_Rev1_252233370,0,0.9565217391304348,1
InfA_MA_InfA_Rev1,252233359,95.652,23,1,0,1,23,248,226,8.56e-06,34.7,23,0,InfA_MA_InfA_Rev1_252233359,0,0.9565217391304348,1
InfA_MA_InfA_Rev1,252233357,95.652,23,1,0,1,23,248,226,8.56e-06,34.7,23,0,InfA_MA_InfA_Rev1_252233357,0,0.9565217391304348,1
InfA_MA_InfA_Rev1,252233356,95.652,23,1,0,1,23,248,226,8.56e-06,34.7,23,0,InfA_MA_InfA_Rev1_252233356,0,0.9565217391304348,1
InfA_MA_InfA_Rev1,252233152,95.652,23,1,0,1,23,248,226,8.56e-06,34.7,23,0,InfA_MA_InfA_Rev1_252233152,0,0.9565217391304348,1
InfA_MA_InfA_Rev2,252233849,100.0,23,0,0,1,23,248,226,9.67e-07,37.9,23,0,InfA_MA_InfA_Rev2_252233849,0,1.0,0
InfA_MA_InfA_Rev2,252233848,100.0,23,0,0,1,23,248,226,9.67e-07,37.9,23,0,InfA_MA_InfA_Rev2_252233848,0,1.0,0
InfA_MA_InfA_Rev2,252233846,100.0,23,0,0,1,23,248,226,9.67e-07,37.9,23,0,InfA_MA_InfA_Rev2_252233846,0,1.0,0
InfA_MA_InfA_Rev2,252233842,100.0,23,0,0,1,23,248,226,9.67e-07,37.9,23,0,InfA_MA_InfA_Rev2_252233842,0,1.0,0
InfA_MA_InfA_Rev2,252233841,100.0,23,0,0,1,23,248,226,9.67e-07,37.9,23,0,InfA_MA_InfA_Rev2_252233841,0,1.0,0
InfA_MA_InfA_Rev2,252233840,100.0,23,0,0,1,23,248,226,9.67e-07,37.9,23,0,InfA_MA_InfA_Rev2_252233840,0,1.0,0
InfA_MA_InfA_Rev2,252233839,100.0,23,0,0,1,23,248,226,9.67e-07,37.9,23,0,InfA_MA_InfA_Rev2_252233839,0,1.0,0
InfA_MA_InfA_Rev2,252233837,100.0,23,0,0,1,23,248,226,9.67e-07,37.9,23,0,InfA_MA_InfA_Rev2_252233837,0,1.0,0
InfA_MA_InfA_Rev2,252233833,100.0,23,0,0,1,23,248,226,9.67e-07,37.9,23,0,InfA_MA_InfA_Rev2_252233833,0,1.0,0
InfA_MA_InfA_Rev2,252233820,100.0,23,0,0,1,23,248,226,9.67e-07,37.9,23,0,InfA_MA_InfA_Rev2_252233820,0,1.0,0
InfA_MA_InfA_Rev2,252233818,100.0,23,0,0,1,23,248,226,9.67e-07,37.9,23,0,InfA_MA_InfA_Rev2_252233818,0,1.0,0
InfA_MA_InfA_Rev2,252233813,100.0,23,0,0,1,23,248,226,9.67e-07,37.9,23,0,InfA_MA_InfA_Rev2_252233813,0,1.0,0
InfA_MA_InfA_Rev2,252233808,100.0,23,0,0,1,23,248,226,9.67e-07,37.9,23,0,InfA_MA_InfA_Rev2_252233808,0,1.0,0
InfA_MA_InfA_Rev2,252233760,100.0,23,0,0,1,23,248,226,9.67e-07,37.9,23,0,InfA_MA_InfA_Rev2_252233760,0,1.0,0
InfA_MA_InfA_Rev2,252233759,100.0,23,0,0,1,23,248,226,9.67e-07,37.9,23,0,InfA_MA_InfA_Rev2_252233759,0,1.0,0
InfA_MA_InfA_Rev2,252233751,100.0,23,0,0,1,23,248,226,9.67e-07,37.9,23,0,InfA_MA_InfA_Rev2_252233751,0,1.0,0
InfA_MA_InfA_Rev2,252233750,100.0,23,0,0,1,23,248,226,9.67e-07,37.9,23,0,InfA_MA_InfA_Rev2_252233750,0,1.0,0
InfA_MA_InfA_Rev2,252233746,100.0,23,0,0,1,23,248,226,9.67e-07,37.9,23,0,InfA_MA_InfA_Rev2_252233746,0,1.0,0
InfA_MA_InfA_Rev2,252233745,100.0,23,0,0,1,23,248,226,9.67e-07,37.9,23,0,InfA_MA_InfA_Rev2_252233745,0,1.0,0
InfA_MA_InfA_Rev2,252233744,100.0,23,0,0,1,23,248,226,9.67e-07,37.9,23,0,InfA_MA_InfA_Rev2_252233744,0,1.0,0
InfA_MA_InfA_Rev2,252233724,100.0,23,0,0,1,23,248,226,9.67e-07,37.9,23,0,InfA_MA_InfA_Rev2_252233724,0,1.0,0
InfA_MA_InfA_Rev2,252233723,100.0,23,0,0,1,23,248,226,9.67e-07,37.9,23,0,InfA_MA_InfA_Rev2_252233723,0,1.0,0
InfA_MA_InfA_Rev2,252233722,100.0,23,0,0,1,23,248,226,9.67e-07,37.9,23,0,InfA_MA_InfA_Rev2_252233722,0,1.0,0
InfA_MA_InfA_Rev2,252233692,100.0,23,0,0,1,23,248,226,9.67e-07,37.9,23,0,InfA_MA_InfA_Rev2_252233692,0,1.0,0
InfA_MA_InfA_Rev2,252233681,100.0,23,0,0,1,23,248,226,9.67e-07,37.9,23,0,InfA_MA_InfA_Rev2_252233681,0,1.0,0
InfA_MA_InfA_Rev2,252233662,100.0,23,0,0,1,23,248,226,9.67e-07,37.9,23,0,InfA_MA_InfA_Rev2_252233662,0,1.0,0
InfA_MA_InfA_Rev2,252233643,100.0,23,0,0,1,23,248,226,9.67e-07,37.9,23,0,InfA_MA_InfA_Rev2_252233643,0,1.0,0
InfA_MA_InfA_Rev2,252233630,100.0,23,0,0,1,23,248,226,9.67e-07,37.9,23,0,InfA_MA_InfA_Rev2_252233630,0,1.0,0
InfA_MA_InfA_Rev2,252233627,100.0,23,0,0,1,23,248,226,9.67e-07,37.9,23,0,InfA_MA_InfA_Rev2_252233627,0,1.0,0
InfA_MA_InfA_Rev2,252233626,100.0,23,0,0,1,23,248,226,9.67e-07,37.9,23,0,InfA_MA_InfA_Rev2_252233626,0,1.0,0
InfA_MA_InfA_Rev2,252233624,100.0,23,0,0,1,23,248,226,9.67e-07,37.9,23,0,InfA_MA_InfA_Rev2_252233624,0,1.0,0
InfA_MA_InfA_Rev2,252233621,100.0,23,0,0,1,23,248,226,9.67e-07,37.9,23,0,InfA_MA_InfA_Rev2_252233621,0,1.0,0
InfA_MA_InfA_Rev2,252233620,100.0,23,0,0,1,23,248,226,9.67e-07,37.9,23,0,InfA_MA_InfA_Rev2_252233620,0,1.0,0
InfA_MA_InfA_Rev2,252233587,100.0,23,0,0,1,23,248,226,9.67e-07,37.9,23,0,InfA_MA_InfA_Rev2_252233587,0,1.0,0
InfA_MA_InfA_Rev2,252233586,100.0,23,0,0,1,23,248,226,9.67e-07,37.9,23,0,InfA_MA_InfA_Rev2_252233586,0,1.0,0
InfA_MA_InfA_Rev2,252233585,100.0,23,0,0,1,23,248,226,9.67e-07,37.9,23,0,InfA_MA_InfA_Rev2_252233585,0,1.0,0
InfA_MA_InfA_Rev2,252233584,100.0,23,0,0,1,23,248,226,9.67e-07,37.9,23,0,InfA_MA_InfA_Rev2_252233584,0,1.0,0
InfA_MA_InfA_Rev2,252233583,100.0,23,0,0,1,23,248,226,9.67e-07,37.9,23,0,InfA_MA_InfA_Rev2_252233583,0,1.0,0
InfA_MA_InfA_Rev2,252233566,100.0,23,0,0,1,23,248,226,9.67e-07,37.9,23,0,InfA_MA_InfA_Rev2_252233566,0,1.0,0
InfA_MA_InfA_Rev2,252233565,100.0,23,0,0,1,23,248,226,9.67e-07,37.9,23,0,InfA_MA_InfA_Rev2_252233565,0,1.0,0
InfA_MA_InfA_Rev2,252233564,100.0,23,0,0,1,23,248,226,9.67e-07,37.9,23,0,InfA_MA_InfA_Rev2_252233564,0,1.0,0
InfA_MA_InfA_Rev2,252233442,100.0,23,0,0,1,23,248,226,9.67e-07,37.9,23,0,InfA_MA_InfA_Rev2_252233442,0,1.0,0
InfA_MA_InfA_Rev2,252233438,100.0,23,0,0,1,23,248,226,9.67e-07,37.9,23,0,InfA_MA_InfA_Rev2_252233438,0,1.0,0
InfA_MA_InfA_Rev2,252233400,100.0,23,0,0,1,23,248,226,9.67e-07,37.9,23,0,InfA_MA_InfA_Rev2_252233400,0,1.0,0
InfA_MA_InfA_Rev2,252233370,100.0,23,0,0,1,23,248,226,9.67e-07,37.9,23,0,InfA_MA_InfA_Rev2_252233370,0,1.0,0
InfA_MA_InfA_Rev2,252233359,100.0,23,0,0,1,23,248,226,9.67e-07,37.9,23,0,InfA_MA_InfA_Rev2_252233359,0,1.0,0
InfA_MA_InfA_Rev2,252233357,100.0,23,0,0,1,23,248,226,9.67e-07,37.9,23,0,InfA_MA_InfA_Rev2_252233357,0,1.0,0
InfA_MA_InfA_Rev2,252233356,100.0,23,0,0,1,23,248,226,9.67e-07,37.9,23,0,InfA_MA_InfA_Rev2_252233356,0,1.0,0
InfA_MA_InfA_Rev2,252233152,100.0,23,0,0,1,23,248,226,9.67e-07,37.9,23,0,InfA_MA_InfA_Rev2_252233152,0,1.0,0
InfA_MA_InfA_Rev2,252233403,95.652,23,1,0,1,23,248,226,8.56e-06,34.7,23,0,InfA_MA_InfA_Rev2_252233403,0,0.9565217391304348,1
